Historic Center of Vienna;18,736 reviews;#1 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d1534524-Reviews-Historic_Center_of_Vienna-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks', 'Neighborhoods', 'Historic Walking Areas', 'Historic Sites'];The historic centre of Vienna is rich in beautiful architecture, including Baroque castles and gardens, as well as the late-19th-century Ringstrasse lined with grand buildings, monuments and parks.;[];As featured in Vienna, cosmopolitan city.;48.208591;16.369694;
Michaelerplatz;557 reviews;#21 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d246427-Reviews-Michaelerplatz-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.208080;16.366627;
MAK - Austrian Museum of Applied Arts/Contemporary Art;545 reviews;#22 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d191395-Reviews-MAK_Austrian_Museum_of_Applied_Arts_Contemporary_Art-Vienna.html;['Sights & Landmarks', 'Museums', 'Art Museums', 'Points of Interest & Landmarks', 'Specialty Museums'];Discover the fascinating era of “VIENNA 1900” in the grand museum building on Vienna’s Ringstraße with art nouveau masterpieces of the Wiener Werkstätte by Gustav Klimt, Josef Hoffmann, or Koloman Moser. Inaugurated in 1871, the building by Heinrich...more;['Tue', '10:00 AM - 9:00 PM', 'Wed - Sun', '10:00 AM - 6:00 PM'];1-2 hours;48.207649;16.381390;
Maria Theresia Denkmal;1,078 reviews;#23 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d7020989-Reviews-Maria_Theresia_Denkmal-Vienna.html;['Sights & Landmarks', 'Monuments & Statues', 'Points of Interest & Landmarks'];Open NowHours Today: 12:00 AM - 11:59 PMSee all hours;['Sun - Sat', '12:00 AM - 11:59 PM'];;48.204201;16.359690;
Ringstrasse;2,622 reviews;#24 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d246448-Reviews-Ringstrasse-Vienna.html;['Sights & Landmarks', 'Historic Sites', 'Points of Interest & Landmarks', 'Historic Walking Areas'];Constructed in the late 19th century, this wide avenue encircles the old city of Vienna.;[];As featured in 3 Days in Vienna;48.211807;16.361113;
Cafe Gloriette;683 reviews;#25 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d10377960-Reviews-Cafe_Gloriette-Vienna.html;['Sights & Landmarks', 'Architectural Buildings', 'Historic Sites'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.182308;16.318880;
Votivkirche;903 reviews;#26 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d246614-Reviews-Votivkirche-Vienna.html;['Sights & Landmarks', 'Churches & Cathedrals', 'Sacred & Religious Sites', 'Historic Sites'];Closed NowHours Today: 9:00 AM - 1:00 PMSee all hours;['Sun', '9:00 AM - 1:00 PM', 'Mon - Sat', '9:00 AM - 6:00 PM'];;48.215549;16.358940;
Imperial Crypt;1,360 reviews;#27 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d590808-Reviews-Imperial_Crypt-Vienna.html;['Sights & Landmarks', 'Churches & Cathedrals', 'Architectural Buildings', 'Historic Sites'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.205540;16.369930;
Griechenkirche zur heiligen Dreifaltigkeit;140 reviews;#28 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d2077916-Reviews-Griechenkirche_zur_heiligen_Dreifaltigkeit-Vienna.html;['Sights & Landmarks', 'Churches & Cathedrals', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.210709;16.377310;
Freyung Passage;138 reviews;#29 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d8071017-Reviews-Freyung_Passage-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks', 'Scenic Walking Areas'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.210621;16.365271;
Minoritenkirche;234 reviews;#30 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d319339-Reviews-Minoritenkirche-Vienna.html;['Sights & Landmarks', 'Sacred & Religious Sites'];Closed NowHours Today: 7:30 AM - 7:00 PMSee all hours;['Sun - Sat', '7:30 AM - 7:00 PM'];;48.209332;16.363729;
Universitat Wien;206 reviews;#31 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d592607-Reviews-Universitat_Wien-Vienna.html;['Sights & Landmarks', 'Educational sites'];Closed todayHours Today: ClosedSee all hours;['Mon - Fri', '6:00 AM - 10:00 PM', 'Sat', '7:00 AM - 7:00 PM'];;48.213009;16.360861;
Karlskirche;2,502 reviews;#32 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245772-Reviews-Karlskirche-Vienna.html;['Sights & Landmarks', 'Historic Sites', 'Sacred & Religious Sites'];Built around 1715 by Fischer von Erlach, this is one of Vienna's best known landmarks.;['Sun - Sat', '8:30 AM - 5:30 PM'];1-2 hours;48.198311;16.371950;
Neue Burg;207 reviews;#33 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d246441-Reviews-Neue_Burg-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks', 'Historic Sites'];The Neue Burg is the most recent part of the Hofburg Palace on Vienna’s Ringstrasse, and it is home to three collections of the Kunsthistorisches Museum Vienna. The Collection of Historic Musical Instruments comprises the original instruments of...more;[];;48.205528;16.364809;
Haus der Musik;1,533 reviews;#34 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d192281-Reviews-Haus_der_Musik-Vienna.html;['Sights & Landmarks', 'Museums', 'Points of Interest & Landmarks', 'Architectural Buildings', 'Specialty Museums'];HAUS DER MUSIK is Vienna's modern, interactive Sound Museum. Five floors are dedicated to the fascinating world of music and sound. Test your own musical talent on the Virtual Conductor, enjoy a short version of the famous New Year's Concert...more;['Sun - Sat', '10:00 AM - 10:00 PM'];2-3 hours;48.203835;16.373022;
Judenplatz Holocaust Memorial;274 reviews;#35 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d246420-Reviews-Judenplatz_Holocaust_Memorial-Vienna.html;['Sights & Landmarks', 'Museums', 'Specialty Museums', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.211922;16.369240;
Mozart Requiem Karlskirche;167 reviews;#36 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d7090262-Reviews-Mozart_Requiem_Karlskirche-Vienna.html;['Sights & Landmarks', 'Concerts & Shows', 'Churches & Cathedrals', 'Symphonies'];The concerts are performed by the Choir Cantus XVII and the Soloists of the Salzburg Concert Society as well as the Orchestra 1756 (on period instruments). All together there are more than 40 musicians on stage. In Vienna you will not find another...more;['Sat', '8:15 PM - 9:15 PM'];1-2 hours;48.198250;16.371849;
Trinitarierkirche zum Heiligen Franz von Assisi;128 reviews;#37 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d3671595-Reviews-Trinitarierkirche_zum_Heiligen_Franz_von_Assisi-Vienna.html;['Sights & Landmarks', 'Churches & Cathedrals'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.224388;16.406000;
Heldenplatz;307 reviews;#38 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d4568491-Reviews-Heldenplatz-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.206360;16.363174;
Osterreichisches Parlament;1,472 reviews;#39 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d591052-Reviews-Osterreichisches_Parlament-Vienna.html;['Sights & Landmarks', 'Government Buildings'];Suggested Duration:1-2 hours;['Mon - Fri', '8:30 AM - 6:30 PM', 'Sat', '9:30 AM - 4:30 PM'];;48.207981;16.359159;
Augustinerkirche;560 reviews;#40 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245700-Reviews-Augustinerkirche-Vienna.html;['Sights & Landmarks', 'Sacred & Religious Sites'];Closed NowHours Today: 8:30 AM - 7:30 PMSee all hours;['Mon', '7:30 AM - 5:30 PM', 'Tue', '7:30 AM - 7:00 PM', 'Wed', '7:30 AM - 6:00 PM', 'Thu', '7:30 AM - 7:00 PM', 'Fri', '7:30 AM - 6:00 PM', 'Sat - Sun', '8:30 AM - 7:30 PM'];;48.205189;16.368050;
Maria Am Gestade;138 reviews;#41 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d319363-Reviews-Maria_Am_Gestade-Vienna.html;['Sights & Landmarks', 'Sacred & Religious Sites', 'Historic Sites', 'Architectural Buildings'];Closed NowHours Today: 7:00 AM - 6:00 PMSee all hours;['Sun - Sat', '7:00 AM - 6:00 PM'];;48.212990;16.370050;
District Heating Plant Spittelau;134 reviews;#42 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d4076437-Reviews-District_Heating_Plant_Spittelau-Vienna.html;['Sights & Landmarks', 'Architectural Buildings'];Certificate of Excellence;[];;48.233711;16.360229;
Burggarten;638 reviews;#43 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d319282-Reviews-Burggarten-Vienna.html;['Sights & Landmarks', 'Nature & Parks', 'Historic Sites', 'Gardens'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.204227;16.365692;
Mariahilfer Strasse;564 reviews;#44 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d2240727-Reviews-Mariahilfer_Strasse-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.200726;16.357660;
Danube Tower;1,615 reviews;#45 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d1020091-Reviews-Danube_Tower-Vienna.html;['Sights & Landmarks', 'Observation Decks & Towers'];Welcome to Austria's tallest landmark! The Danube Tower is a Viennese landmark and an engineering masterpiece. It now stands resplendent in a stylish reinterpretation of the 1960s. The express lift will take you to a viewing platform 150 metres up...more;['Sun - Sat', '10:00 AM - 11:45 PM'];1-2 hours;48.241150;16.404591;
Maria Theresien Square;72 reviews;#46 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d14470311-Reviews-Maria_Theresien_Square-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];;[];;48.204800;16.361410;
Alte Donau;144 reviews;#47 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d629536-Reviews-Alte_Donau-Vienna.html;['Sights & Landmarks', 'Neighborhoods'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.199738;16.359652;
Karlsplatz;513 reviews;#48 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d246424-Reviews-Karlsplatz-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.206810;16.354389;
St. Michael's Church;360 reviews;#49 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d246426-Reviews-St_Michael_s_Church-Vienna.html;['Sights & Landmarks', 'Churches & Cathedrals', 'Sacred & Religious Sites'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.208210;16.367041;
Wien Hauptbahnhof Sud;350 reviews;#50 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d8600198-Reviews-Wien_Hauptbahnhof_Sud-Vienna.html;['Sights & Landmarks', 'Architectural Buildings'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.185074;16.376684;
Hundertwasserhaus;3,146 reviews;#51 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d311237-Reviews-Hundertwasserhaus-Vienna.html;['Sights & Landmarks', 'Architectural Buildings', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.207336;16.394293;
Kaiserappartements;225 reviews;#52 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d246421-Reviews-Kaiserappartements-Vienna.html;['Sights & Landmarks', 'Historic Sites'];Closed NowHours Today: 9:00 AM - 5:30 PMSee all hours;['Sun - Sat', '9:00 AM - 5:30 PM'];;48.207802;16.366720;
Mozart Statue;390 reviews;#53 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d194140-Reviews-Mozart_Statue-Vienna.html;['Sights & Landmarks', 'Monuments & Statues'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.204090;16.364784;
Plague Column (Pestsaule);578 reviews;#54 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245777-Reviews-Plague_Column_Pestsaule-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks', 'Monuments & Statues'];This column commemorates the plague epidemic of 1697.;[];;48.208717;16.369795;
Heldendenkmal der Roten Armee;251 reviews;#55 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d7106696-Reviews-Heldendenkmal_der_Roten_Armee-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.198059;16.376377;
Schwarzenbergplatz;280 reviews;#56 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d246610-Reviews-Schwarzenbergplatz-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.198635;16.375893;
Vienna University of Economics and Business;74 reviews;#57 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d7202098-Reviews-Vienna_University_of_Economics_and_Business-Vienna.html;['Sights & Landmarks', 'Universities & Schools'];Suggested Duration:2-3 hours;['Mon - Fri', '6:00 AM - 10:00 PM', 'Sat', '6:00 AM - 8:00 PM'];;48.214722;16.406281;
Johann Strauss Monument;412 reviews;#58 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d193987-Reviews-Johann_Strauss_Monument-Vienna.html;['Sights & Landmarks', 'Monuments & Statues'];This gold-coated statue of famous 19th-century musician Johann Strauss playing violin stands in the Stadtpark.;['Sun - Sat', '12:00 AM - 11:59 PM'];;48.204121;16.380280;
Russian Orthodox Cathedral of St. Nicholas;106 reviews;#59 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d1853190-Reviews-Russian_Orthodox_Cathedral_of_St_Nicholas-Vienna.html;['Sights & Landmarks', 'Sacred & Religious Sites', 'Churches & Cathedrals'];;[];;48.197361;16.385019;
Kaerntnerstrasse;442 reviews;#60 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d191372-Reviews-Kaerntnerstrasse-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];One of the city's most popular shopping streets.;[];;48.204361;16.370590;
Postsparkasse;114 reviews;#61 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d246444-Reviews-Postsparkasse-Vienna.html;['Sights & Landmarks', 'Architectural Buildings'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.209969;16.381189;
Palmenhaus Schoenbrunn;278 reviews;#62 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d2175887-Reviews-Palmenhaus_Schoenbrunn-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.184273;16.302732;
St. Rupert's Church (Ruprechtskirche);132 reviews;#63 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d319316-Reviews-St_Rupert_s_Church_Ruprechtskirche-Vienna.html;['Sights & Landmarks', 'Sacred & Religious Sites'];;['Sun - Sat', '7:00 AM - 6:00 PM'];;48.211990;16.374620;
Spittelberg Quarter;96 reviews;#64 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d311253-Reviews-Spittelberg_Quarter-Vienna.html;['Sights & Landmarks', 'Historic Sites'];;[];;48.202930;16.356840;
Anker Clock;639 reviews;#65 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d2194636-Reviews-Anker_Clock-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks', 'Monuments & Statues'];;[];;48.210869;16.373470;
Freyung;139 reviews;#66 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245706-Reviews-Freyung-Vienna.html;['Sights & Landmarks', 'Historic Sites', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.211716;16.365381;
Otto Wagner Pavillon Karlsplatz;165 reviews;#67 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d4234316-Reviews-Otto_Wagner_Pavillon_Karlsplatz-Vienna.html;['Sights & Landmarks', 'Architectural Buildings'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.200249;16.371180;
Schottenkirche;89 reviews;#68 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d3165383-Reviews-Schottenkirche-Vienna.html;['Sights & Landmarks', 'Churches & Cathedrals'];Certificate of Excellence;[];;48.212460;16.364620;
