Le Bar;68 reviews;#1 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13838948-Reviews-Le_Bar-Vienna.html;['Nightlife', 'Bars & Clubs'];Exclusive champagnes. Selected cocktails. Distinguished vintages. Le Bar will delight your senses. You can choose from over 60 vintage champagnes, eight of which are available by the glass. Let our barkeeper Julio treat you to one of their bespoke...more;['Sun - Mon', '5:00 PM - 1:00 AM', 'Tue', '5:00 PM - 12:00 AM', 'Wed', '5:00 PM - 1:00 AM', 'Thu', '5:00 PM - 12:00 AM', 'Fri - Sat', '5:00 PM - 2:00 AM'];1-2 hours;48.204697;16.356600;
Needle Vinyl Bar;59 reviews;#12 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13568750-Reviews-Needle_Vinyl_Bar-Vienna.html;['Nightlife', 'Bars & Clubs'];The Needle Vinyl Bar is located in the first district. As the name implies, the Needle Vinyl Bar only plays vinyl and that’s what makes it so special. You can lie back in the comfortable armchairs and enjoy jazz and blues over a glass of wine, a...more;['Mon - Fri', '11:00 AM - 1:00 AM', 'Sat - Sun', '2:00 PM - 1:00 AM'];2-3 hours;48.212193;16.368927;
Porgy & Bess;105 reviews;#13 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245551-Reviews-Porgy_Bess-Vienna.html;['Concerts & Shows', 'Nightlife', 'Jazz Clubs & Bars'];Open NowHours Today: 5:00 PM - 2:00 AMSee all hours;['Sun', '5:00 PM - 12:00 AM', 'Mon - Thu', '4:00 PM - 12:00 AM', 'Fri', '4:00 PM - 2:00 AM', 'Sat', '5:00 PM - 2:00 AM'];;48.206890;16.376556;
Onyx Bar;206 reviews;#14 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d4309508-Reviews-Onyx_Bar-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 11:00 AM - 2:00 AMSee all hours;['Sun - Sat', '11:00 AM - 2:00 AM'];;48.208332;16.371944;
bestens - the bar;49 reviews;#15 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d11796885-Reviews-Bestens_the_bar-Vienna.html;['Nightlife', 'Bars & Clubs'];We are a cocktail bar directly on the beautiful Spittelberg in the heart of Vienna. We offer over 100 cocktails with fresh ingredients and over 30 different gin varieties. Of course, delicious bar food is also not missing here. We are specialised in...more;['Sun - Mon', '6:00 PM - 1:00 AM', 'Tue', '6:00 PM - 12:00 AM', 'Wed - Thu', '6:00 PM - 1:00 AM', 'Fri - Sat', '6:00 PM - 4:00 AM'];1-2 hours;48.204063;16.354467;
Eastcoast;24 reviews;#16 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d12077434-Reviews-Eastcoast-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 7:30 PM - 2:00 AMSee all hours;['Mon - Fri', '5:00 PM - 2:00 AM', 'Sat', '7:30 PM - 2:00 AM'];;48.216221;16.365990;
Weinorgel Barbetriebs GmbH;99 reviews;#17 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d4943577-Reviews-Weinorgel_Barbetriebs_GmbH-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.209709;16.375124;
Ammutson Craft Beer Bar;43 reviews;#18 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13939848-Reviews-Ammutson_Craft_Beer_Bar-Vienna.html;['Nightlife', 'Bars & Clubs'];Inspiring people by offering specialty & extraordinary craft beers, that enrich the life and culture of the people we serve. #Ammutson;['Mon - Thu', '4:00 PM - 2:00 AM', 'Fri', '4:00 PM - 4:00 AM', 'Sat', '12:00 AM - 4:00 AM', 'Sat - Sun', '2:00 PM - 12:00 AM'];More than 3 hours;48.198589;16.353970;
Griechenbeisl;95 reviews;#19 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d195100-Reviews-Griechenbeisl-Vienna.html;['Nightlife', 'Bars & Clubs'];This restaurant is located in one of Vienna's oldest buildings, dating back to at least the 15th century.;[];;48.210835;16.377241;
Chupitos Bar;22 reviews;#20 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d15091499-Reviews-Chupitos_Bar-Vienna.html;['Nightlife', 'Bars & Clubs'];We are your friendly neighborhood bar! Enjoy our selection of high quality beer, wine, cocktails and shots. Nothing beats a good conversation over a good drink. Happy Hour Madness from Sunday to Wednesday. Each day another drink is on sale. Open...more;['Tue - Thu', '6:00 PM - 12:30 AM', 'Fri - Sat', '6:00 PM - 3:00 AM'];;48.193600;16.339783;
Tuer 7;42 reviews;#21 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d8703886-Reviews-Tuer_7-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.210022;16.353542;
D-bar;63 reviews;#22 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d7365576-Reviews-D_bar-Vienna.html;['Nightlife', 'Bars & Clubs'];Open to discovery? D-bar at The Ritz-Carlton, Vienna is a classic setting, serving some of the most exciting cocktails in the city. Here, inquisitive guests taste refined mixes and vintages served alongside the hotel’s home-distilled gin and rum...more;[];;48.202446;16.375683;
LAMEE ROOFTOP Bar;120 reviews;#23 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13326447-Reviews-LAMEE_ROOFTOP_Bar-Vienna.html;['Nightlife', 'Food & Drink', 'Wine Bars'];To be honest, we do not know if anyone can "give us enough water" in terms of Location, view and atmosphere. But we prefer wine and cocktails anyway. And we like to extend that to our guests from Vienna and all over the world at the very top, in...more;['Sun', '12:00 PM - 10:00 PM', 'Mon - Thu', '2:00 PM - 10:00 PM', 'Fri', '2:00 PM - 11:00 PM', 'Sat', '12:00 PM - 11:00 PM'];;48.210293;16.373980;
Flanagan's;31 reviews;#24 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245397-Reviews-Flanagan_s-Vienna.html;['Nightlife', 'Bars & Clubs'];Pub bar that features a selection of light food served along with Guinness on tap.;['Sun - Thu', '10:00 AM - 2:00 AM', 'Fri - Sat', '10:00 AM - 4:00 AM'];;48.203175;16.373772;
The Sign Cocktail Lounge;98 reviews;#25 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d12947978-Reviews-The_Sign_Cocktail_Lounge-Vienna.html;['Nightlife', 'Bars & Clubs'];Certificate of Excellence;[];;48.229683;16.356125;
Schwirtz Weinbar;25 reviews;#26 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d6480200-Reviews-Schwirtz_Weinbar-Vienna.html;['Nightlife', 'Food & Drink', 'Wine Bars'];We are a small family Austrian Winebar, just opposite the famous Volksoper in Vienna. We offer wines and draft beer from local makers. You also find homemade snacks and coffee specialities. Especially before or after the Volksoper shows it is...more;['Sun - Sat', '5:00 PM - 12:00 AM'];;48.224178;16.350401;
New York, New York;45 reviews;#27 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d605394-Reviews-New_York_New_York-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.204281;16.371830;
Funky Monkey Bar;30 reviews;#28 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d12622708-Reviews-Funky_Monkey_Bar-Vienna.html;['Nightlife', 'Bars & Clubs'];Öffnungszeiten: Do 20.00 - 02.00 Fr & Sa & vor Feiertagen 20.00 - 04.00 Wenn du im Herzen von Wien in den Dschungel abtauchen möchtest, dann bist du in der Funky Monkey Bar Wien genau richtig. Denn spätestens, wenn du an der Tiki Bar aus Bambus Holz...more;['Thu', '12:00 AM - 2:00 AM', 'Thu - Fri', '8:00 PM - 4:00 AM', 'Sat', '8:00 PM - 12:00 AM'];;48.212021;16.372492;
365days in Vienna;4 reviews;#29 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d19417838-Reviews-365days_in_Vienna-Vienna.html;[];;[];;;;
Cafe Anzengruber;50 reviews;#30 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245362-Reviews-Cafe_Anzengruber-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 4:00 PM - 2:00 AMSee all hours;['Mon - Sat', '4:00 PM - 2:00 AM'];;48.197830;16.364380;
Halbestadt;21 reviews;#31 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d2078249-Reviews-Halbestadt-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.208862;16.372383;
Taste Hungary - Vienna Wine Walk;26 reviews;#32 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d8090356-Reviews-Taste_Hungary_Vienna_Wine_Walk-Vienna.html;['Vienna Food Walk', '122 Reviews '];;[];;;;
VREI - Virtual Reality Cafe;24 reviews;#33 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d8790800-Reviews-VREI_Virtual_Reality_Cafe-Vienna.html;['Fun & Games', 'Nightlife', 'Game & Entertainment Centers', 'Bars & Clubs'];VREI is a center for virtual reality experiences. Always up to date technology and peripherals offer an incomparable immersion in the virtual world.;[];;48.199421;16.346621;
Roo Bar;30 reviews;#34 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d4702495-Reviews-Roo_Bar-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 5:00 PM - 4:00 AMSee all hours;['Sun - Wed', '5:00 PM - 2:00 AM', 'Thu - Sat', '5:00 PM - 4:00 AM'];;48.203983;16.375896;
First Floor;42 reviews;#35 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245396-Reviews-First_Floor-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 8:00 PM - 4:00 AMSee all hours;['Sun - Sat', '8:00 PM - 4:00 AM'];;48.211742;16.374943;
Kaiserbrundl Herrensauna;44 reviews;#36 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d2397805-Reviews-Kaiserbrundl_Herrensauna-Vienna.html;['Spas & Wellness', 'Nightlife', 'Gay Clubs & Bars'];For CENTURIES THE KAISERBRÜNDL has been regarded as the most distinguished and elegant bathing establishment in Vienna. The entrance leads into a friendly restaurant, which is open to dressed visitors free of charge, independent of the uninterrupted...more;['Sun - Thu', '2:00 PM - 12:00 AM', 'Fri - Sat', '2:00 PM - 2:00 AM'];;48.205910;16.374491;
ZWE;20 reviews;#37 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d4545022-Reviews-ZWE-Vienna.html;['Nightlife', 'Bars & Clubs'];Das ZWE ist ein kleiner gemütlicher Jazzclub mit Wohnzimmer - Atmosphäre Das Motto im ZWE: "life is a party - easy going and keep swinging" Wir leben im ZWE auch nach dem Zitat von Gabriel Laub (polnisch-deutscher Schriftsteller, auch zitiert von...more;['Sun - Sat', '6:00 PM - 2:00 AM'];;48.216270;16.374428;
Matiki;10 reviews;#38 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d12998006-Reviews-Matiki-Vienna.html;['Nightlife', 'Bars & Clubs'];Tiki originated in the American pop culture as early as the mid-30ies, when Don the Beachcomber open his first polynesian style bar restaurant. We are very proud to be the first in Vienna to represent this colorful and exotic style and are looking...more;['Mon - Wed', '6:00 PM - 2:00 AM', 'Thu - Sat', '6:00 PM - 3:00 AM'];;48.204563;16.354973;
Kulisse;16 reviews;#39 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d8049485-Reviews-Kulisse-Vienna.html;['Fun & Games', 'Nightlife', 'Concerts & Shows', 'Comedy Clubs', 'Jazz Clubs & Bars', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.216991;16.325640;
Lusthaus im Prater;38 reviews;#40 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d591135-Reviews-Lusthaus_im_Prater-Vienna.html;['Nightlife', 'Sights & Landmarks', 'Coffeehouses', 'Historic Sites'];Closed NowHours Today: 12:00 PM - 6:00 PMSee all hours;['Mon - Tue', '12:00 PM - 10:00 PM', 'Thu - Fri', '12:00 PM - 10:00 PM', 'Sat - Sun', '12:00 PM - 6:00 PM'];;48.192528;16.438931;
Lassa;12 reviews;#41 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d8804522-Reviews-Lassa-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 6:00 PM - 1:00 AMSee all hours;['Tue - Sat', '6:00 PM - 1:00 AM'];;48.219467;16.361465;
Babuders Karaoke;10 reviews;#42 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d10780897-Reviews-Babuders_Karaoke-Vienna.html;['Nightlife', 'Karaoke Bars', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.212479;16.368469;
Josef - Cocktail Bar;16 reviews;#43 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d15039407-Reviews-Josef_Cocktail_Bar-Vienna.html;['Nightlife', 'Bars & Clubs'];Discover innovative cocktail culture in the heart of Vienna! Be inspired by contemporary and innovative cocktails, fine spirits and a fine selection of cigars! Modern kitchen techniques and classics with a "twist" characterize the signature...more;['Mon - Sat', '12:00 AM - 11:59 PM'];;48.211731;16.373287;
Krah Krah;14 reviews;#44 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245451-Reviews-Krah_Krah-Vienna.html;['Concerts & Shows', 'Nightlife', 'Jazz Clubs & Bars', 'Bars & Clubs'];Open NowHours Today: 11:00 AM - 2:00 AMSee all hours;['Sun - Sat', '11:00 AM - 2:00 AM'];;48.211853;16.375278;
Botanical Garden;25 reviews;#45 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d11714622-Reviews-Botanical_Garden-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.215416;16.361586;
Grelle Forelle;26 reviews;#46 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d7155429-Reviews-Grelle_Forelle-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 11:00 PM - 6:00 AMSee all hours;['Fri - Sat', '11:00 PM - 6:00 AM'];;48.234829;16.360830;
Nightclub Maxim Wien;14 reviews;#47 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d3192382-Reviews-Nightclub_Maxim_Wien-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 9:00 PM - 6:00 AMSee all hours;['Sun - Sat', '9:00 PM - 6:00 AM'];;48.201389;16.369450;
Palais Eschenbach;11 reviews;#48 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245542-Reviews-Palais_Eschenbach-Vienna.html;['Concerts & Shows', 'Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.201908;16.363211;
Adria;30 reviews;#49 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d2197718-Reviews-Adria-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.214832;16.374868;
Cafe Drechsler;23 reviews;#50 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245363-Reviews-Cafe_Drechsler-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 8:00 AM - 2:00 AMSee all hours;['Sun - Thu', '8:00 AM - 12:00 AM', 'Fri - Sat', '8:00 AM - 2:00 AM'];;48.198513;16.362549;
Krypt.;18 reviews;#51 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13765804-Reviews-Krypt-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.217926;16.360367;
Sally's;37 reviews;#52 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d9594056-Reviews-Sally_s-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.211689;16.373943;
Vino Laguna;7 reviews;#53 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13336802-Reviews-Vino_Laguna-Vienna.html;['Food & Drink', 'Nightlife', 'Spas & Wellness', 'Wine Bars', 'Other Food & Drink', 'Bars & Clubs'];Closed NowHours Today: 12:00 AM - 4:00 AM, 4:00 PM - 11:45 PMSee all hours;['Mon - Thu', '4:00 PM - 11:00 PM', 'Fri - Sat', '12:00 AM - 4:00 AM4:00 PM - 11:45 PM'];;48.211102;16.373325;
Stadtbar;7 reviews;#54 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13285977-Reviews-Stadtbar-Vienna.html;['Nightlife', 'Bars & Clubs'];vienna's favorite. Wir sind Wien – und erfüllt mit dem Lebensgefühl einer der schönsten Städte der Welt! Die Neuinterpretation der Wiener Tradition ist unsere Leidenschaft. Das elegante Interieur lädt zur Melange in der Mittagspause, sowie zum...more;['Mon - Fri', '11:00 AM - 2:00 AM', 'Sat', '11:00 AM - 12:00 AM'];;48.204090;16.368080;
Morgans Rum & More;13 reviews;#55 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d10025590-Reviews-Morgans_Rum_More-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.211899;16.373940;
Tunnel;13 reviews;#56 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d605395-Reviews-Tunnel-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 10:00 AM - 1:00 AMSee all hours;['Sun - Sat', '10:00 AM - 1:00 AM'];;48.211861;16.348190;
Barfly's;16 reviews;#57 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245348-Reviews-Barfly_s-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.196930;16.349070;
Espresso Hobby;18 reviews;#58 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d2179639-Reviews-Espresso_Hobby-Vienna.html;['Nightlife', 'Coffeehouses'];Closed todayHours Today: ClosedSee all hours;['Mon - Thu', '8:00 AM - 10:00 PM', 'Fri', '8:00 AM - 6:00 PM'];;48.217056;16.359232;
Charlie P's;22 reviews;#59 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245370-Reviews-Charlie_P_s-Vienna.html;['Nightlife', 'Bars & Clubs'];Closed NowHours Today: 5:00 PM - 11:00 PMSee all hours;['Sun', '3:00 PM - 10:00 PM', 'Mon - Fri', '6:00 PM - 11:00 PM', 'Sat', '5:00 PM - 11:00 PM'];;48.216709;16.359680;
Pappala Pub;8 reviews;#60 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d12948212-Reviews-Pappala_Pub-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.208862;16.372383;
Dino's;12 reviews;#61 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245377-Reviews-Dino_s-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.213341;16.370649;
Osterreichisches Filmmuseum;11 reviews;#62 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245392-Reviews-Osterreichisches_Filmmuseum-Vienna.html;['Fun & Games', 'Nightlife', 'Bars & Clubs', 'Movie Theaters'];The Austrian Film Museum is a cinematheque. Our exhibitions take place on the screen. The Austrian Film Museum presents film works principally in the form of analog film projections and is committed to locating prints in their original format (35mm...more;[];;48.204731;16.368330;
Chelsea;23 reviews;#63 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245372-Reviews-Chelsea-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.210121;16.338829;
Eden Bar;19 reviews;#64 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d6412660-Reviews-Eden_Bar-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.207302;16.373001;
SandintheCity;14 reviews;#65 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d7934890-Reviews-SandintheCity-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.201485;16.377914;
Elektro Gonner;7 reviews;#66 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d8035965-Reviews-Elektro_Gonner-Vienna.html;['Nightlife', 'Bars & Clubs'];Elektro Gonner, a former electrical shop, is a bar located in an inner courtyard along the Schulhofpassage, accessible from Mariahilferstrasse. This minimalist space, founded by a group of architects, hosts art exhibitions and video installations as...more;['Sun - Wed', '7:00 PM - 2:00 AM', 'Thu - Sat', '7:00 PM - 4:00 AM'];;48.196808;16.345879;
Cafe Kunsthalle;17 reviews;#67 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245365-Reviews-Cafe_Kunsthalle-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.200230;16.367701;
Imperial Classic Orchestra;17 reviews;#68 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d16695744-Reviews-Imperial_Classic_Orchestra-Vienna.html;[];;[];;;;
Tapete Bar;5 reviews;#69 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d10783847-Reviews-Tapete_Bar-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.187069;16.360081;
